gwno,year,month,sb_events,sb_deaths,ns_events,ns_deaths,os_events,os_deaths,provisional
230,1990,3,2,2,0,0,0,0,0
230,1990,4,1,1,0,0,0,0,0
230,1990,6,1,3,0,0,0,0,0
230,1990,9,2,3,0,0,0,0,0
230,1990,11,1,2,0,0,0,0,0
230,1990,12,2,7,0,0,0,0,0
230,1991,1,1,1,0,0,0,0,0
230,1991,3,1,1,0,0,0,0,0
230,1991,4,2,2,0,0,0,0,0
230,1991,5,4,13,0,0,0,0,0
230,1991,6,4,8,0,0,0,0,0
230,1991,7,2,4,0,0,0,0,0
230,1991,8,2,5,0,0,0,0,0
230,1991,9,1,3,0,0,0,0,0
230,1991,10,2,3,0,0,0,0,0
230,1991,11,3,3,0,0,0,0,0
230,1991,12,1,2,0,0,0,0,0
230,1992,1,4,5,0,0,0,0,0
230,1992,2,4,10,0,0,0,0,0
230,1992,3,2,2,0,0,0,0,0
230,1992,4,1,1,0,0,0,0,0
230,1992,8,1,2,0,0,0,0,0
230,1992,9,2,2,0,0,0,0,0
230,1992,11,1,1,0,0,0,0,0
230,1993,1,1,1,0,0,0,0,0
230,1993,3,1,1,0,0,0,0,0
230,1993,6,1,7,0,0,0,0,0
230,1993,10,1,1,0,0,0,0,0
230,1993,11,2,2,0,0,0,0,0
230,1994,2,1,1,0,0,0,0,0
230,1994,4,3,3,0,0,0,0,0
230,1994,5,1,1,0,0,0,0,0
230,1994,6,1,1,0,0,0,0,0
230,1994,7,1,3,0,0,0,0,0
230,1994,8,1,1,0,0,0,0,0
230,1994,12,1,1,0,0,0,0,0
230,1995,1,2,2,0,0,0,0,0
230,1995,4,2,2,0,0,0,0,0
230,1995,6,2,2,0,0,0,0,0
230,1995,10,1,0,0,0,0,0,0
230,1995,12,3,7,0,0,0,0,0
230,1996,2,2,2,0,0,0,0,0
230,1996,3,1,1,0,0,0,0,0
230,1996,5,1,1,0,0,0,0,0
230,1997,1,1,1,0,0,0,0,0
230,1997,2,3,3,0,0,0,0,0
230,1997,4,1,1,0,0,0,0,0
230,1997,5,1,1,0,0,0,0,0
230,1997,7,1,1,0,0,0,0,0
230,1997,9,2,3,0,0,0,0,0
230,1997,10,1,1,0,0,0,0,0
230,1997,12,1,1,0,0,0,0,0
230,1998,1,2,3,0,0,0,0,0
230,1998,5,2,2,0,0,0,0,0
230,1998,6,2,2,0,0,0,0,0
230,2000,1,1,1,0,0,0,0,0
230,2000,2,1,2,0,0,0,0,0
230,2000,6,1,1,0,0,0,0,0
230,2000,7,2,2,0,0,0,0,0
230,2000,8,3,4,0,0,0,0,0
230,2000,9,1,1,0,0,0,0,0
230,2000,10,4,7,0,0,0,0,0
230,2000,12,2,2,0,0,0,0,0
230,2001,1,1,1,0,0,0,0,0
230,2001,3,3,3,0,0,0,0,0
230,2001,5,1,1,0,0,0,0,0
230,2001,6,1,1,0,0,0,0,0
230,2001,7,4,4,0,0,0,0,0
230,2001,11,2,3,0,0,0,0,0
230,2002,3,1,1,0,0,0,0,0
230,2002,8,1,2,0,0,0,0,0
230,2002,9,1,1,0,0,0,0,0
230,2002,12,1,1,0,0,0,0,0
230,2003,2,1,1,0,0,0,0,0
230,2003,5,1,2,0,0,0,0,0
230,2004,3,0,0,0,0,1,191,0
230,2008,5,1,1,0,0,0,0,0
230,2008,9,1,1,0,0,0,0,0
230,2009,6,1,1,0,0,0,0,0
230,2009,7,1,2,0,0,0,0,0
230,2017,8,0,0,0,0,3,16,0
230,2023,5,0,0,1,2,0,0,0
260,1989,7,1,1,0,0,0,0,0
260,1989,10,1,2,0,0,0,0,0
260,1990,6,1,1,0,0,0,0,0
260,1992,9,1,4,0,0,0,0,0
260,2016,12,0,0,0,0,1,12,0
260,2024,8,0,0,0,0,1,3,0
290,2022,11,1,2,0,0,0,0,0
305,2020,11,0,0,0,0,1,4,0
325,1993,3,1,0,0,0,0,0,0
338,1995,10,1,0,0,0,0,0,0
338,2025,10,0,0,0,0,1,0,0
339,1999,4,8,26,0,0,0,0,0
339,1999,5,1,0,0,0,0,0,0
339,1999,6,1,0,0,0,0,0,0
343,1999,4,0,0,0,0,1,6,0
343,2000,1,1,3,0,0,0,0,0
343,2001,1,1,1,0,0,0,0,0
343,2001,2,3,12,0,0,0,0,0
343,2001,3,9,8,0,0,0,0,0
343,2001,4,1,8,0,0,0,0,0
343,2001,5,11,12,0,0,0,0,0
343,2001,6,11,12,0,0,0,0,0
343,2001,7,10,10,0,0,0,0,0
343,2001,8,7,9,0,0,0,0,0
344,1992,4,2,2,0,0,0,0,0
344,1992,5,14,34,0,0,0,0,0
344,1992,6,11,70,0,0,0,0,0
344,1992,7,2,12,0,0,0,0,0
344,1992,9,1,14,0,0,0,0,0
344,1992,11,2,7,0,0,0,0,0
344,1992,12,1,3,0,0,0,0,0
344,1993,1,6,220,0,0,1,0,0
344,1993,3,4,6,0,0,0,0,0
344,1993,4,6,9,0,0,0,0,0
344,1993,5,1,1,0,0,1,0,0
344,1993,6,3,6,0,0,0,0,0
344,1993,7,3,6,0,0,0,0,0
344,1993,8,4,7,0,0,0,0,0
344,1993,9,19,85,0,0,2,28,0
344,1993,10,2,2,0,0,0,0,0
344,1993,11,1,2,0,0,0,0,0
344,1993,12,2,1,0,0,0,0,0
344,1995,3,1,1,0,0,0,0,0
344,1995,5,36,157,0,0,6,109,0
344,1995,6,1,1,0,0,0,0,0
344,1995,7,1,1,0,0,0,0,0
344,1995,8,20,666,0,0,2,16,0
344,1995,9,1,0,0,0,1,12,0
345,1991,1,1,1126,0,0,0,0,0
345,1991,6,11,47,2,7,0,0,0
345,1991,7,13,82,25,166,1,1,0
345,1991,8,15,732,24,65,0,0,0
345,1991,9,53,335,7,34,0,0,0
345,1991,10,32,250,0,0,0,0,0
345,1991,11,34,292,0,0,0,0,0
345,1991,12,32,158,0,0,0,0,0
345,1992,1,10,15,5,18,0,0,0
345,1992,2,10,7,16,22,0,0,0
345,1992,3,28,71,19,22,4,3,0
345,1992,4,19,114,265,1569,11,27,0
345,1995,2,0,0,0,0,1,0,0
345,1995,5,0,0,0,0,1,0,0
345,1996,4,2,0,0,0,0,0,0
345,1996,10,1,2,0,0,0,0,0
345,1997,1,1,3,0,0,0,0,0
345,1997,5,0,0,0,0,1,1,0
345,1997,9,0,0,0,0,1,1,0
345,1997,10,1,1,0,0,0,0,0
345,1997,11,1,3,0,0,0,0,0
345,1998,1,9,805,0,0,3,3,0
345,1998,2,4,105,0,0,0,0,0
345,1998,3,3,30,0,0,3,1,0
345,1998,4,5,24,0,0,0,0,0
345,1998,5,22,25,0,0,12,72,0
345,1998,6,15,23,0,0,7,9,0
345,1998,7,15,83,0,0,8,20,0
345,1998,8,29,37,0,0,16,35,0
345,1998,9,18,29,0,0,9,56,0
345,1998,10,14,8,0,0,5,13,0
345,1998,11,9,14,0,0,2,2,0
345,1998,12,11,52,0,0,2,0,0
345,1999,1,10,44,0,0,1,45,0
345,1999,2,5,4,0,0,0,0,0
345,1999,3,34,696,0,0,12,322,0
345,1999,4,97,287,0,0,16,393,0
345,1999,5,135,336,0,0,2,15,0
345,1999,6,19,9,0,0,3,0,0
345,1999,11,1,2,0,0,0,0,0
345,2001,3,1,0,0,0,0,0,0
346,1992,4,53,173,0,0,2,33,0
346,1992,5,548,3457,0,0,14,3689,0
346,1992,6,639,4527,0,0,9,188,0
346,1992,7,559,4190,0,0,7,163,0
346,1992,8,501,2258,0,0,9,284,0
346,1992,9,421,2046,0,0,10,45,0
346,1992,10,383,1649,0,0,3,11,0
346,1992,11,326,1269,0,0,1,1,0
346,1992,12,280,1155,0,0,4,33,0
346,1993,1,227,1091,0,0,6,11,0
346,1993,2,143,666,0,0,1,3,0
346,1993,3,115,379,0,0,5,22,0
346,1993,4,203,1347,0,0,9,225,0
346,1993,5,229,1238,0,0,4,10,0
346,1993,6,361,2508,1,1,13,78,0
346,1993,7,422,2469,0,0,4,14,0
346,1993,8,239,797,0,0,9,17,0
346,1993,9,209,889,0,0,6,71,0
346,1993,10,161,534,0,0,7,58,0
346,1993,11,208,623,0,0,8,20,0
346,1993,12,228,692,0,0,10,24,0
346,1994,1,247,1226,0,0,9,56,0
346,1994,2,186,693,0,0,6,78,0
346,1994,3,164,804,0,0,8,44,0
346,1994,4,137,666,0,0,5,74,0
346,1994,5,105,285,0,0,4,8,0
346,1994,6,127,432,0,0,3,2,0
346,1994,7,100,329,0,0,1,1,0
346,1994,8,110,238,0,0,1,5,0
346,1994,9,82,283,0,0,3,8,0
346,1994,10,167,665,0,0,2,2,0
346,1994,11,247,898,0,0,7,5,0
346,1994,12,135,503,0,0,6,7,0
346,1995,1,73,233,0,0,2,5,0
346,1995,2,53,154,0,0,2,2,0
346,1995,3,91,335,0,0,9,10,0
346,1995,4,121,349,0,0,9,4,0
346,1995,5,138,586,0,0,21,98,0
346,1995,6,124,424,0,0,22,36,0
346,1995,7,101,5523,0,0,13,8136,0
346,1995,8,36,199,0,0,11,61,0
346,1995,9,29,734,0,0,7,58,0
346,1995,10,12,309,0,0,3,0,0
346,1995,11,2,3,0,0,0,0,0
346,1995,12,2,6,0,0,0,0,0
352,1996,7,0,0,0,0,1,1,0
359,1992,3,15,36,0,0,0,0,0
359,1992,4,16,42,0,0,0,0,0
359,1992,5,15,37,0,0,0,0,0
359,1992,6,12,392,0,0,0,0,0
359,1992,7,19,78,0,0,0,0,0
359,2026,5,0,0,0,0,1,1,1
360,1989,12,10,249,0,0,6,199,0
365,1989,1,0,0,1,42,1,0,0
365,1989,4,0,0,0,0,1,20,0
365,1989,6,0,0,1,97,0,0,0
365,1989,10,0,0,0,0,1,0,0
365,1989,12,0,0,0,0,1,1,0
365,1990,1,9,163,4,9,0,0,0
365,1990,3,1,1,4,18,0,0,0
365,1990,6,0,0,3,171,0,0,0
365,1990,8,5,21,0,0,0,0,0
365,1990,12,1,7,1,3,0,0,0
365,1991,1,2,13,1,2,4,16,0
365,1991,2,0,0,2,28,0,0,0
365,1991,3,1,104,2,4,0,0,0
365,1991,4,3,4,5,21,1,15,0
365,1991,5,3,15,0,0,0,0,0
365,1991,6,1,1,0,0,0,0,0
365,1991,7,8,18,0,0,0,0,0
365,1991,8,6,22,0,0,2,2,0
365,1991,9,2,42,2,4,0,0,0
365,1991,10,1,0,2,21,0,0,0
365,1991,11,2,1,2,5,0,0,0
365,1991,12,2,0,2,2,0,0,0
365,1992,8,0,0,0,0,1,1,0
365,1993,9,3,7,0,0,0,0,0
365,1993,10,9,138,0,0,0,0,0
365,1994,5,1,0,0,0,0,0,0
365,1994,6,0,0,1,180,0,0,0
365,1994,9,0,0,2,6,0,0,0
365,1994,10,1,0,4,58,0,0,0
365,1994,11,4,58,0,0,0,0,0
365,1994,12,16,171,0,0,2,12,0
365,1995,1,18,147,0,0,0,0,0
365,1995,2,11,235,0,0,0,0,0
365,1995,3,10,117,0,0,1,7,0
365,1995,4,18,184,0,0,4,131,0
365,1995,5,10,151,0,0,2,10,0
365,1995,6,17,214,0,0,2,6,0
365,1995,7,16,37,0,0,1,0,0
365,1995,8,14,33,0,0,0,0,0
365,1995,9,11,23,0,0,1,1,0
365,1995,10,24,68,0,0,1,1,0
365,1995,11,22,54,0,0,0,0,0
365,1995,12,20,491,0,0,2,0,0
365,1996,1,17,323,0,0,1,0,0
365,1996,2,11,76,0,0,1,24,0
365,1996,3,23,867,0,0,0,0,0
365,1996,4,13,334,0,0,0,0,0
365,1996,5,17,270,0,0,0,0,0
365,1996,6,8,57,0,0,0,0,0
365,1996,7,19,121,0,0,1,1,0
365,1996,8,29,669,0,0,3,18,0
365,1996,9,3,3,0,0,0,0,0
365,1996,11,1,1,0,0,0,0,0
365,1997,4,2,2,0,0,1,2,0
365,1997,7,1,9,0,0,0,0,0
365,1997,12,1,0,0,0,0,0,0
365,1998,10,1,2,0,0,0,0,0
365,1998,11,1,5,0,0,1,0,0
365,1999,6,2,6,0,0,0,0,0
365,1999,7,7,463,0,0,0,0,0
365,1999,8,8,462,0,0,1,2,0
365,1999,9,14,4223,0,0,0,0,0
365,1999,10,11,276,0,0,4,80,0
365,1999,11,3,172,0,0,5,6,0
365,1999,12,5,252,0,0,8,255,0
365,2000,1,9,368,0,0,7,35,0
365,2000,2,5,269,0,0,12,1181,0
365,2000,3,10,817,0,0,6,43,0
365,2000,4,14,280,0,0,1,1,0
365,2000,5,21,433,0,0,5,16,0
365,2000,6,12,229,0,0,3,94,0
365,2000,7,24,310,0,0,2,5,0
365,2000,8,14,77,0,0,7,49,0
365,2000,9,7,37,0,0,0,0,0
365,2000,10,4,26,0,0,0,0,0
365,2000,11,3,9,0,0,0,0,0
365,2000,12,7,52,0,0,3,2,0
365,2001,1,9,32,0,0,4,9,0
365,2001,2,6,24,0,0,3,31,0
365,2001,3,4,9,0,0,5,11,0
365,2001,4,4,25,0,0,0,0,0
365,2001,5,11,68,0,0,2,1,0
365,2001,6,21,105,0,0,4,12,0
365,2001,7,10,42,0,0,2,12,0
365,2001,8,23,183,0,0,7,53,0
365,2001,9,15,118,0,0,2,9,0
365,2001,10,0,0,0,0,8,50,0
365,2001,11,6,61,0,0,3,6,0
365,2001,12,7,124,0,0,3,7,0
365,2002,1,35,100,0,0,8,53,0
365,2002,2,16,32,0,0,1,1,0
365,2002,3,26,65,0,0,3,5,0
365,2002,4,22,57,0,0,3,3,0
365,2002,5,40,103,0,0,3,24,0
365,2002,6,24,40,0,0,3,30,0
365,2002,7,34,103,0,0,2,61,0
365,2002,8,55,289,0,0,1,3,0
365,2002,9,20,90,0,0,4,15,0
365,2002,10,28,231,0,0,8,17,0
365,2002,11,24,71,0,0,6,7,0
365,2002,12,22,108,0,0,0,0,0
365,2003,2,1,1,0,0,0,0,0
365,2003,3,2,12,0,0,0,0,0
365,2003,4,2,10,0,0,0,0,0
365,2003,5,6,55,0,0,0,0,0
365,2003,6,6,32,0,0,0,0,0
365,2003,7,7,37,0,0,1,16,0
365,2003,8,9,85,0,0,0,0,0
365,2003,9,5,33,0,0,0,0,0
365,2003,10,12,92,0,0,1,1,0
365,2003,11,8,56,0,0,0,0,0
365,2003,12,11,67,0,0,2,51,0
365,2004,1,15,35,0,0,2,1,0
365,2004,2,15,41,0,0,1,41,0
365,2004,3,17,46,0,0,2,11,0
365,2004,4,18,79,0,0,1,6,0
365,2004,5,32,99,0,0,2,0,0
365,2004,6,25,146,0,0,0,0,0
365,2004,7,30,88,0,0,1,1,0
365,2004,8,11,110,0,0,3,102,0
365,2004,9,31,416,0,0,2,5,0
365,2004,10,15,25,0,0,0,0,0
365,2004,11,11,34,0,0,0,0,0
365,2004,12,19,32,0,0,0,0,0
365,2005,1,17,64,0,0,0,0,0
365,2005,2,17,50,0,0,0,0,0
365,2005,3,14,30,0,0,1,2,0
365,2005,4,27,56,0,0,0,0,0
365,2005,5,20,50,0,0,0,0,0
365,2005,6,14,36,0,0,2,1,0
365,2005,7,31,72,0,0,0,0,0
365,2005,8,19,36,0,0,0,0,0
365,2005,9,29,52,0,0,0,0,0
365,2005,10,19,177,0,0,0,0,0
365,2005,11,24,38,0,0,1,3,0
365,2005,12,12,21,0,0,0,0,0
365,2006,1,17,38,0,0,0,0,0
365,2006,2,10,31,0,0,0,0,0
365,2006,3,12,17,0,0,0,0,0
365,2006,4,17,23,0,0,1,1,0
365,2006,5,14,35,0,0,0,0,0
365,2006,6,15,11,0,0,0,0,0
365,2006,7,15,45,0,0,0,0,0
365,2006,8,16,19,0,0,0,0,0
365,2006,9,10,12,0,0,0,0,0
365,2006,10,12,10,0,0,0,0,0
365,2006,11,9,18,0,0,0,0,0
365,2006,12,4,0,0,0,0,0,0
365,2007,1,5,9,0,0,0,0,0
365,2007,2,16,25,0,0,1,2,0
365,2007,3,7,12,0,0,1,1,0
365,2007,4,7,28,0,0,0,0,0
365,2007,5,10,16,0,0,0,0,0
365,2007,6,7,8,0,0,1,0,0
365,2007,7,14,14,0,0,2,1,0
365,2007,8,19,19,0,0,1,0,0
365,2007,9,14,13,0,0,3,2,0
365,2007,10,14,13,0,0,0,0,0
365,2007,11,10,14,0,0,1,0,0
365,2007,12,12,5,0,0,0,0,0
365,2008,1,17,33,0,0,0,0,0
365,2008,2,9,17,0,0,0,0,0
365,2008,3,9,20,0,0,0,0,0
365,2008,4,7,7,0,0,0,0,0
365,2008,5,13,25,0,0,0,0,0
365,2008,6,16,37,0,0,0,0,0
365,2008,7,17,26,0,0,0,0,0
365,2008,8,21,29,0,0,0,0,0
365,2008,9,26,76,0,0,2,1,0
365,2008,10,18,66,0,0,0,0,0
365,2008,11,22,37,0,0,1,2,0
365,2008,12,13,31,0,0,1,3,0
365,2009,1,16,29,0,0,0,0,0
365,2009,2,14,41,0,0,0,0,0
365,2009,3,15,54,0,0,0,0,0
365,2009,4,9,13,0,0,0,0,0
365,2009,5,32,62,0,0,0,0,0
365,2009,6,30,50,0,0,0,0,0
365,2009,7,56,128,0,0,0,0,0
365,2009,8,38,96,0,0,0,0,0
365,2009,9,27,47,0,0,0,0,0
365,2009,10,31,69,0,0,0,0,0
365,2009,11,25,76,0,0,1,1,0
365,2009,12,21,32,0,0,0,0,0
365,2010,1,11,44,0,0,0,0,0
365,2010,2,14,26,0,0,1,4,0
365,2010,3,13,28,0,0,2,39,0
365,2010,4,13,14,0,0,0,0,0
365,2010,5,21,19,0,0,1,1,0
365,2010,6,29,33,0,0,1,1,0
365,2010,7,32,17,0,0,0,0,0
365,2010,8,30,71,0,0,1,0,0
365,2010,9,25,59,0,0,1,17,0
365,2010,10,18,49,0,0,0,0,0
365,2010,11,19,28,0,0,0,0,0
365,2010,12,11,30,0,0,2,1,0
365,2011,1,14,18,0,0,4,38,0
365,2011,2,25,47,0,0,0,0,0
365,2011,3,19,43,0,0,0,0,0
365,2011,4,20,46,0,0,1,0,0
365,2011,5,27,36,0,0,0,0,0
365,2011,6,24,41,0,0,3,1,0
365,2011,7,25,28,0,0,1,1,0
365,2011,8,25,34,0,0,0,0,0
365,2011,9,17,32,0,0,1,0,0
365,2011,10,12,8,0,0,0,0,0
365,2011,11,13,13,0,0,0,0,0
365,2011,12,10,10,0,0,0,0,0
365,2012,1,21,130,0,0,1,1,0
365,2012,2,10,36,0,0,0,0,0
365,2012,3,17,39,0,0,1,1,0
365,2012,4,27,52,0,0,1,0,0
365,2012,5,17,36,0,0,0,0,0
365,2012,6,18,23,0,0,0,0,0
365,2012,7,29,52,0,0,1,0,0
365,2012,8,26,37,0,0,2,7,0
365,2012,9,16,43,0,0,0,0,0
365,2012,10,11,28,0,0,0,0,0
365,2012,11,14,13,0,0,1,0,0
365,2012,12,9,27,0,0,1,0,0
365,2013,1,13,30,0,0,0,0,0
365,2013,2,11,29,0,0,1,3,0
365,2013,3,13,31,0,0,1,1,0
365,2013,4,15,26,0,0,0,0,0
365,2013,5,13,25,0,0,0,0,0
365,2013,6,13,31,0,0,0,0,0
365,2013,7,16,24,0,0,0,0,0
365,2013,8,14,26,0,0,0,0,0
365,2013,9,16,24,0,0,0,0,0
365,2013,10,18,17,0,0,2,6,0
365,2013,11,15,31,0,0,1,0,0
365,2013,12,15,27,0,0,2,34,0
365,2014,1,8,28,0,0,0,0,0
365,2014,2,2,2,0,0,0,0,0
365,2014,3,3,10,0,0,0,0,0
365,2014,4,7,14,0,0,2,0,0
365,2014,5,6,19,0,0,0,0,0
365,2014,6,5,7,0,0,1,1,0
365,2014,7,4,4,0,0,1,1,0
365,2014,8,8,13,0,0,0,0,0
365,2014,9,3,4,0,0,0,0,0
365,2014,10,13,25,0,0,0,0,0
365,2014,11,6,10,0,0,0,0,0
365,2014,12,7,38,0,0,0,0,0
365,2015,1,1,2,0,0,0,0,0
365,2015,2,3,13,0,0,0,0,0
365,2015,4,3,8,0,0,0,0,0
365,2015,5,1,0,0,0,0,0,0
365,2015,6,4,6,0,0,0,0,0
365,2015,7,3,15,0,0,0,0,0
365,2015,8,4,6,0,0,0,0,0
365,2015,9,0,0,0,0,1,2,0
365,2015,10,6,15,0,0,0,0,0
365,2015,11,3,18,0,0,0,0,0
365,2015,12,2,1,0,0,0,0,0
365,2016,2,2,4,0,0,0,0,0
365,2016,3,3,4,0,0,0,0,0
365,2016,4,2,3,0,0,0,0,0
365,2016,5,4,16,0,0,1,1,0
365,2016,6,2,15,0,0,0,0,0
365,2016,7,1,0,0,0,0,0,0
365,2016,8,3,9,0,0,0,0,0
365,2016,10,5,10,0,0,0,0,0
365,2016,11,3,1,0,0,0,0,0
365,2016,12,3,15,0,0,0,0,0
365,2017,1,5,15,0,0,0,0,0
365,2017,3,2,1,0,0,0,0,0
365,2017,4,5,10,0,0,0,0,0
365,2017,6,1,0,0,0,0,0,0
365,2017,8,5,13,0,0,0,0,0
365,2017,9,3,4,0,0,0,0,0
365,2017,10,2,4,0,0,0,0,0
365,2017,11,1,0,0,0,0,0,0
365,2017,12,4,6,0,0,0,0,0
365,2018,1,2,2,0,0,0,0,0
365,2018,2,3,5,0,0,1,5,0
365,2018,3,2,3,0,0,0,0,0
365,2018,4,2,2,0,0,0,0,0
365,2018,5,2,7,0,0,1,1,0
365,2018,7,1,2,0,0,0,0,0
365,2018,8,3,5,0,0,0,0,0
365,2018,9,1,1,0,0,0,0,0
365,2018,10,1,2,0,0,0,0,0
365,2018,12,2,3,0,0,0,0,0
365,2019,1,2,4,0,0,0,0,0
365,2019,2,2,4,0,0,0,0,0
365,2019,3,1,2,0,0,0,0,0
365,2019,4,2,4,0,0,0,0,0
365,2019,6,2,5,0,0,0,0,0
365,2019,7,1,2,0,0,0,0,0
365,2019,9,1,2,0,0,0,0,0
365,2019,12,1,3,0,0,0,0,0
365,2020,3,2,2,0,0,0,0,0
365,2020,4,3,5,0,0,0,0,0
365,2020,5,2,8,0,0,1,1,0
365,2020,7,1,1,0,0,0,0,0
365,2020,8,5,8,0,0,0,0,0
365,2020,10,2,4,0,0,0,0,0
365,2020,12,2,4,0,0,0,0,0
365,2021,3,1,1,0,0,0,0,0
365,2021,7,1,1,0,0,0,0,0
365,2022,3,1,1,0,0,0,0,0
365,2022,4,2,8,0,0,0,0,0
365,2022,5,4,11,0,0,0,0,0
365,2022,6,1,4,0,0,0,0,0
365,2022,7,4,8,0,0,0,0,0
365,2022,9,3,3,0,0,0,0,0
365,2022,10,6,11,0,0,0,0,0
365,2022,11,7,10,0,0,0,0,0
365,2022,12,4,11,0,0,0,0,0
365,2023,1,1,5,0,0,0,0,0
365,2023,2,5,5,0,0,0,0,0
365,2023,3,4,6,0,0,0,0,0
365,2023,4,4,9,0,0,0,0,0
365,2023,5,18,35,0,0,0,0,0
365,2023,6,20,61,0,0,0,0,0
365,2023,7,4,6,0,0,0,0,0
365,2023,8,10,26,0,0,0,0,0
365,2023,9,10,13,0,0,0,0,0
365,2023,10,3,6,0,0,0,0,0
365,2023,11,2,2,0,0,0,0,0
365,2023,12,6,30,0,0,0,0,0
365,2024,1,7,29,0,0,0,0,0
365,2024,2,4,26,0,0,0,0,0
365,2024,3,39,84,0,0,1,145,0
365,2024,4,13,26,0,0,0,0,0
365,2024,5,36,99,0,0,0,0,0
365,2024,6,36,93,0,0,1,1,0
365,2024,7,21,41,0,0,0,0,0
365,2024,8,106,1148,0,0,0,0,0
365,2024,9,123,1194,0,0,0,0,0
365,2024,10,149,2666,0,0,0,0,0
365,2024,11,123,3206,0,0,0,0,0
365,2024,12,75,1832,0,0,0,0,0
365,2025,1,56,1764,0,0,0,0,0
365,2025,2,63,937,0,0,0,0,0
365,2025,3,77,978,0,0,0,0,0
365,2025,4,62,187,0,0,0,0,0
365,2025,5,48,136,0,0,0,0,0
365,2025,6,30,55,0,0,0,0,0
365,2025,7,39,86,0,0,0,0,0
365,2025,8,37,63,0,0,0,0,0
365,2025,9,41,83,0,0,0,0,0
365,2025,10,29,43,0,0,0,0,0
365,2025,11,24,46,0,0,1,2,0
365,2025,12,30,53,0,0,0,0,0
365,2026,1,6,8,0,0,0,0,1
365,2026,2,1,2,0,0,0,0,1
365,2026,3,8,20,0,0,0,0,1
365,2026,4,12,36,0,0,0,0,1
365,2026,5,13,49,0,0,0,0,1
369,2014,1,2,6,0,0,0,0,0
369,2014,2,4,82,0,0,0,0,0
369,2014,3,1,2,0,0,0,0,0
369,2014,4,14,188,0,0,0,0,0
369,2014,5,31,438,1,45,0,0,0
369,2014,6,43,274,0,0,0,0,0
369,2014,7,164,955,0,0,0,0,0
369,2014,8,590,1345,0,0,0,0,0
369,2014,9,165,543,0,0,0,0,0
369,2014,10,115,679,0,0,0,0,0
369,2014,11,121,200,0,0,0,0,0
369,2014,12,52,189,0,0,0,0,0
369,2015,1,225,754,0,0,0,0,0
369,2015,2,148,381,0,0,0,0,0
369,2015,3,47,58,0,0,0,0,0
369,2015,4,38,51,0,0,0,0,0
369,2015,5,66,92,0,0,0,0,0
369,2015,6,62,172,0,0,0,0,0
369,2015,7,62,82,0,0,0,0,0
369,2015,8,69,126,0,0,0,0,0
369,2015,9,31,36,0,0,0,0,0
369,2015,10,40,45,0,0,0,0,0
369,2015,11,53,63,0,0,0,0,0
369,2015,12,30,34,0,0,0,0,0
369,2016,1,44,47,0,0,0,0,0
369,2016,2,38,56,0,0,0,0,0
369,2016,3,49,70,0,0,0,0,0
369,2016,4,38,58,0,0,0,0,0
369,2016,5,55,83,0,0,0,0,0
369,2016,6,52,62,0,0,0,0,0
369,2016,7,59,89,0,0,0,0,0
369,2016,8,51,61,0,0,0,0,0
369,2016,9,30,37,0,0,0,0,0
369,2016,10,49,65,0,0,0,0,0
369,2016,11,24,27,0,0,0,0,0
369,2016,12,25,44,0,0,0,0,0
369,2017,1,37,146,0,0,0,0,0
369,2017,2,20,30,0,0,0,0,0
369,2017,3,20,40,0,0,0,0,0
369,2017,4,23,32,0,0,0,0,0
369,2017,5,10,33,0,0,0,0,0
369,2017,6,16,25,0,0,0,0,0
369,2017,7,20,35,0,0,0,0,0
369,2017,8,18,33,0,0,0,0,0
369,2017,9,7,13,0,0,0,0,0
369,2017,10,15,19,0,0,0,0,0
369,2017,11,13,18,0,0,0,0,0
369,2017,12,17,23,0,0,0,0,0
369,2018,1,17,30,0,0,0,0,0
369,2018,2,12,18,0,0,0,0,0
369,2018,3,8,8,0,0,0,0,0
369,2018,4,17,25,0,0,0,0,0
369,2018,5,19,25,0,0,0,0,0
369,2018,6,14,20,0,0,0,0,0
369,2018,7,11,21,0,0,0,0,0
369,2018,8,17,29,0,0,0,0,0
369,2018,9,11,15,0,0,0,0,0
369,2018,10,13,19,0,0,0,0,0
369,2018,11,7,13,0,0,0,0,0
369,2018,12,7,20,0,0,0,0,0
369,2019,1,8,8,0,0,0,0,0
369,2019,2,21,36,0,0,0,0,0
369,2019,3,23,31,0,0,0,0,0
369,2019,4,14,38,0,0,0,0,0
369,2019,5,11,22,0,0,0,0,0
369,2019,6,20,32,0,0,0,0,0
369,2019,7,26,31,0,0,0,0,0
369,2019,8,17,28,0,0,0,0,0
369,2019,9,24,29,0,0,0,0,0
369,2019,10,13,21,0,0,0,0,0
369,2019,11,12,22,0,0,0,0,0
369,2019,12,10,13,0,0,0,0,0
369,2020,1,24,32,0,0,0,0,0
369,2020,2,8,18,0,0,0,0,0
369,2020,3,22,26,0,0,0,0,0
369,2020,4,16,21,0,0,0,0,0
369,2020,5,14,29,0,0,0,0,0
369,2020,6,18,19,0,0,0,0,0
369,2020,7,14,19,0,0,0,0,0
369,2020,8,6,5,0,0,0,0,0
369,2020,9,8,6,0,0,0,0,0
369,2020,10,6,7,0,0,0,0,0
369,2020,11,5,6,0,0,0,0,0
369,2020,12,4,8,0,0,0,0,0
369,2021,1,9,9,0,0,0,0,0
369,2021,2,18,23,0,0,0,0,0
369,2021,3,19,27,0,0,0,0,0
369,2021,4,25,26,0,0,0,0,0
