gwno,year,gdp_pc,inflation,pop_0014,pop_1564,urban_pct,infant_mort,pop_growth,excluded_share,cinc
366,2025,20282.153,4.829,15.254,62.945,70.721,,-0.428,,
367,1960,,,22.225,67.188,57.084,26.7,,,
367,1961,,,22.442,66.898,57.718,25.1,1.484,,
367,1962,,,22.559,66.763,58.317,23.6,1.334,,
367,1963,,,22.533,66.746,58.888,22.2,1.336,,
367,1964,,,22.377,66.783,59.438,21,1.335,,
367,1965,,,22.17,66.804,59.975,19.8,1.123,,
367,1966,,,21.974,66.807,60.506,18.9,0.76,,
367,1967,,,21.809,66.777,61.04,18.1,0.785,,
367,1968,,,21.718,66.649,61.584,17.4,0.969,,
367,1969,,,21.645,66.507,62.145,16.9,0.838,,
367,1970,,,21.58,66.388,62.735,16.6,0.68,,
367,1971,,,21.536,66.255,63.356,16.3,0.727,,
367,1972,,,21.476,66.118,64.003,16.3,0.808,,
367,1973,,,21.348,66.112,64.66,16.4,0.837,,
367,1974,,,21.172,66.176,65.311,16.7,0.881,,
367,1975,,,21.013,66.231,65.942,16.9,0.774,,
367,1976,,,20.832,66.32,66.54,17,0.603,,
367,1977,,,20.642,66.414,67.088,17,0.568,,
367,1978,,,20.477,66.506,67.572,16.7,0.516,,
367,1979,,,20.42,66.548,67.993,16.4,0.321,,
367,1980,,,20.511,66.573,68.405,16,0.229,,
367,1981,,,20.648,66.692,68.824,15.7,0.307,,
367,1982,,,20.787,66.863,69.233,15.3,0.462,,
367,1983,,,20.948,66.943,69.62,14.7,0.588,,
367,1984,,,21.101,66.972,69.974,14,0.628,,
367,1985,,,21.207,67.052,70.282,13.2,0.655,,
367,1986,,,21.272,67.087,70.532,12.5,0.812,,
367,1987,,,21.321,67.048,70.711,12,1.021,,
367,1988,,,21.383,66.935,70.808,11.9,1.017,,
367,1989,,,21.439,66.834,70.805,12.3,0.508,,
367,1990,7622.699,,21.465,66.808,70.7,13.1,-0.143,,
367,1991,6694.199,,21.497,66.485,70.498,14.2,-0.473,0.353,0.00064
367,1992,4607.114,951.696,21.438,66.005,70.224,15.1,-1.377,0.353,0.0004
367,1993,4464.721,108.99,21.232,65.773,69.901,15.7,-1.972,0.353,0.00038
367,1994,4639.506,35.925,20.985,65.682,69.55,15.8,-1.674,0.353,0.00038
367,1995,4661.668,24.976,20.671,65.691,69.192,15.7,-1.426,0.353,0.00038
367,1996,4822.904,17.61,20.238,65.809,68.85,15.2,-1.126,0.353,0.00037
367,1997,5317.98,8.447,19.699,66.022,68.543,14.4,-0.997,0.353,0.00037
367,1998,5719.989,4.644,19.038,66.407,68.295,13.4,-0.943,0.353,0.00035
367,1999,5929.268,2.365,18.323,66.92,68.126,12.4,-0.814,0.353,0.00035
367,2000,6336.383,2.654,17.667,67.343,68.052,11.6,-0.964,0.353,0.00034
367,2001,6833.435,2.487,17.034,67.669,68.016,10.9,-1.291,0.353,0.00035
367,2002,7443.229,1.939,16.38,67.947,67.981,10.3,-1.162,0.353,0.00035
367,2003,8149.002,2.943,15.77,68.152,67.949,9.7,-0.966,0.353,0.00035
367,2004,8957.234,6.192,15.224,68.297,67.921,9.1,-1.091,0.353,0.00035
367,2005,10106.263,6.748,14.741,68.403,67.895,8.6,-1.081,0.353,0.00034
367,2006,11507.465,6.536,14.362,68.416,67.874,8.1,-0.917,0.353,0.00035
367,2007,12810.041,10.093,14.106,68.382,67.856,7.7,-0.816,0.353,0.00035
367,2008,12506.695,15.402,14.044,68.233,67.842,7.3,-1.051,0.353,0.00035
367,2009,10675.425,3.534,14.119,67.898,67.832,6.9,-1.651,0.353,0.00032
367,2010,10500.867,-1.085,14.177,67.568,67.827,6.4,-2.081,0.353,0.0003
367,2011,11018.515,4.371,14.241,67.284,67.827,6,-1.821,0.353,0.00028
367,2012,11971.011,2.258,14.363,66.961,67.833,5.5,-1.24,0.353,0.00029
367,2013,12353.539,-0.029,14.573,66.498,67.847,5.1,-1.071,0.353,0.00022
367,2014,12731.677,0.62,14.846,65.912,67.869,4.7,-0.942,0.353,0.00021
367,2015,13321.975,0.174,15.117,65.359,67.897,4.3,-0.819,0.353,0.0002
367,2016,13787.337,0.141,15.406,64.819,67.931,4,-0.914,0.353,0.00021
367,2017,14382.861,2.93,15.672,64.317,67.971,3.8,-0.886,0.353,0.00021
367,2018,15120.07,2.534,15.833,63.969,68.016,3.6,-0.779,0.353,0.00023
367,2019,15328.386,2.811,15.94,63.653,68.066,3.3,-0.695,0.353,0.00023
367,2020,14900.73,0.219,15.998,63.33,68.121,3.1,-0.701,0.353,0.00023
367,2021,16070.168,3.276,16.004,63.15,68.181,2.9,-0.843,0.353,0.00025
367,2022,16421.375,17.31,15.926,63.062,68.257,2.6,-0.271,,0.00023
367,2023,16229.384,8.938,15.692,62.976,68.359,2.4,0.23,,
367,2024,16376.257,1.266,15.413,62.851,68.484,2.2,-0.938,,
367,2025,16892.366,3.746,15.187,62.618,68.633,,-0.988,,
368,1960,,,27.145,64.955,39.761,40.5,,,
368,1961,,,27.282,64.59,40.668,36.2,1.607,,
368,1962,,,27.448,64.304,41.521,32.8,1.4,,
368,1963,,,27.504,64.07,42.422,29.8,1.236,,
368,1964,,,27.44,63.911,43.401,27.2,1.243,,
368,1965,,,27.338,63.745,44.412,25.3,1.227,,
368,1966,,,27.26,63.543,45.451,23.8,1.224,,
368,1967,,,27.23,63.356,46.554,22.4,1.201,,
368,1968,,,27.242,63.103,47.78,21,1.125,,
368,1969,,,27.219,62.898,49.332,19.6,0.92,,
368,1970,,,27.061,62.831,50.638,18.3,1.036,,
368,1971,,,26.849,62.793,51.326,17.2,1.246,,
368,1972,,,26.567,62.773,52.627,16.7,1.082,,
368,1973,,,26.134,62.896,53.852,16.8,0.954,,
368,1974,,,25.616,63.191,55.011,17.4,0.904,,
368,1975,,,25.099,63.609,56.219,17.9,0.844,,
368,1976,,,24.62,64.034,57.346,17.9,0.815,,
368,1977,,,24.2,64.396,58.348,17.5,0.789,,
368,1978,,,23.832,64.733,59.419,17,0.727,,
368,1979,,,23.528,65.06,60.46,16.5,0.541,,
368,1980,,,23.308,65.383,61.453,15.9,0.451,,
368,1981,,,23.115,65.745,62.456,15.4,0.577,,
368,1982,,,22.938,66.12,63.328,15,0.703,,
368,1983,,,22.835,66.444,64.09,14.6,0.807,,
368,1984,,,22.79,66.672,64.802,14.2,0.829,,
368,1985,,,22.739,66.829,65.453,13.5,0.86,,
368,1986,,,22.685,66.904,66.11,12.7,0.965,,
368,1987,,,22.655,66.886,66.788,11.9,1.041,,
368,1988,,,22.566,66.547,67.4,11.3,1.064,,
368,1989,,,22.537,66.456,67.669,11.2,0.796,,
368,1990,8333.351,,22.564,66.582,67.65,11.8,0.368,,
368,1991,7847.017,,22.509,66.408,67.613,13.1,0.17,0.164,0.00067
368,1992,6185.535,1020.621,22.433,66.21,67.561,14.2,-0.109,0.164,0.00057
368,1993,5206.443,410.452,22.288,66.031,67.497,14.3,-0.474,0.164,0.00055
368,1994,4730.696,72.255,22.053,65.962,67.425,13.3,-0.694,0.164,0.00051
368,1995,4924.097,39.648,21.786,65.924,67.347,12,-0.77,0.164,0.00051
368,1996,5211.1,24.625,21.518,65.868,67.266,10.8,-0.76,0.164,0.00051
368,1997,5685.449,8.881,21.226,65.826,67.186,9.9,-0.738,0.164,0.00052
368,1998,6154.172,5.068,20.864,65.847,67.109,9.3,-0.724,0.164,0.00053
368,1999,6129.998,0.728,20.442,65.978,67.038,8.9,-0.709,0.164,0.00048
368,2000,6384.309,0.982,19.954,66.205,66.977,8.6,-0.703,0.164,0.0005
368,2001,6854.525,1.367,19.326,66.43,66.929,8.2,-0.824,0.124,0.00052
368,2002,7374.098,0.282,18.595,66.676,66.889,7.9,-0.803,0.124,0.00047
368,2003,8218.693,-1.134,17.925,66.902,66.76,7.7,-0.812,0.124,0.00048
368,2004,8851.926,1.164,17.363,67.023,66.602,7.5,-1.123,0.124,0.00048
368,2005,9692.869,2.658,16.835,67.114,66.578,7.3,-1.628,0.124,0.00049
368,2006,10577.215,3.739,16.296,67.239,66.638,6.9,-1.596,0.124,0.00047
368,2007,11889.355,5.737,15.757,67.422,66.718,6.5,-1.188,0.124,0.00042
368,2008,12324.52,10.926,15.308,67.588,66.753,6,-1.028,0.124,0.00044
368,2009,10612.92,4.453,15.044,67.676,66.782,5.4,-1.11,0.124,0.0004
368,2010,10884.116,1.319,14.922,67.468,66.771,4.9,-2.097,0.124,0.00041
368,2011,11836.72,4.13,14.834,67.178,66.752,4.6,-2.258,0.124,0.00041
368,2012,12516.618,3.09,14.735,67.085,66.854,4.3,-1.295,0.124,0.00039
368,2013,13145.807,1.047,14.649,66.994,67.009,4.2,-0.937,0.124,0.0004
368,2014,13753.19,0.104,14.585,66.812,67.151,4.2,-0.814,0.124,0.00039
368,2015,14269.804,-0.884,14.613,66.506,67.228,4.1,-0.894,0.124,0.0004
368,2016,14823.107,0.906,14.742,66.082,67.189,4,-1.167,0.124,0.00046
368,2017,15695.999,3.723,14.909,65.587,67.101,3.7,-1.213,0.124,0.00049
368,2018,16604.902,2.698,15.047,65.222,67.146,3.5,-0.828,0.124,0.00051
368,2019,17431.724,2.335,15.11,65.033,67.246,3.3,-0.288,0.124,0.00051
368,2020,17443.655,1.2,15.115,64.95,67.425,3.1,-0.026,0.058,0.00051
368,2021,18572.29,4.684,15.11,64.943,68.191,3,-0.071,0.058,0.00053
368,2022,18873.843,19.705,15.049,65.09,68.287,2.9,0.825,,0.00053
368,2023,18748.93,9.117,14.887,65.257,68.575,2.9,1.401,,
368,2024,19205.415,0.716,14.706,65.128,68.829,2.8,0.58,,
368,2025,19762.834,3.792,14.505,64.773,69.082,,0.017,,
369,1960,,,26.655,66.047,47.364,,,,
369,1961,,,27.001,65.56,48.236,,1.335,,
369,1962,,,27.095,65.373,48.778,,1.245,,
369,1963,,,27.061,65.299,49.401,,1.173,,
369,1964,,,26.785,65.434,50.123,,1.093,,
369,1965,,,26.423,65.549,50.881,,0.965,,
369,1966,,,26.099,65.626,51.664,,0.912,,
369,1967,,,25.792,65.755,52.433,,0.899,,
369,1968,,,25.492,65.785,53.275,,0.858,,
369,1969,,,25.136,65.864,54.103,,0.773,,
369,1970,,,24.752,66.048,54.851,,0.605,,
369,1971,,,24.396,66.189,55.714,29.4,0.658,,
369,1972,,,24.031,66.272,56.613,28.5,0.782,,
369,1973,,,23.637,66.403,57.378,27.8,0.686,,
369,1974,,,23.216,66.536,58.079,27.1,0.618,,
369,1975,,,22.808,66.638,58.833,26.5,0.592,,
369,1976,,,22.423,66.703,59.566,26.1,0.522,,
369,1977,,,22.055,66.697,60.248,25.7,0.438,,
369,1978,,,21.678,66.722,60.977,25.3,0.374,,
369,1979,,,21.46,66.714,61.617,24.8,0.403,,
369,1980,,,21.418,66.705,62.182,24.3,0.469,,
369,1981,,,21.386,66.865,62.729,23.7,0.468,,
369,1982,,,21.367,67.084,63.246,23,0.424,,
369,1983,,,21.457,67.107,63.808,22.2,0.464,,
369,1984,,,21.592,66.995,64.427,21.4,0.494,,
369,1985,,,21.66,66.973,65.015,20.7,0.434,,
369,1986,,,21.711,66.935,65.544,19.9,0.41,,
369,1987,3141.68,,21.732,66.82,66.08,19.3,0.383,,
369,1988,3209.282,,21.708,66.666,66.628,18.8,0.405,,
369,1989,3321.191,,21.68,66.485,67.086,18.5,0.372,,
369,1990,3102.311,,21.624,66.339,67.411,18.3,0.262,,
369,1991,2826.065,,21.52,66.232,67.691,18.4,0.224,0.016,0.02316
369,1992,2538.853,,21.398,66.132,67.86,18.6,0.292,0.016,0.02275
369,1993,2177.235,4734.914,21.232,66.055,67.918,18.9,0.051,0.016,0.01944
369,1994,1687.484,891.188,20.967,65.949,67.917,19.1,-0.525,0.016,0.01641
369,1995,1493.382,376.746,20.621,66.079,67.841,19.4,-0.791,0.016,0.01541
369,1996,1355.573,80.326,20.216,66.398,67.719,19.4,-0.854,0.016,0.01519
369,1997,1326.278,15.941,19.742,66.701,67.63,19.2,-0.861,0.016,0.01476
369,1998,1311.594,10.577,19.162,67.276,67.555,18.8,-0.805,0.016,0.01385
369,1999,1319.533,22.684,18.511,68.068,67.481,18.3,-0.804,0.016,0.01425
369,2000,1409.223,28.203,17.861,68.725,67.404,17.6,-0.844,0.016,0.01486
369,2001,1547.278,11.959,17.123,69.222,67.275,16.8,-0.912,0.016,0.01513
369,2002,1644.281,0.757,16.346,69.549,67.267,16.1,-0.879,0.016,0.01461
369,2003,1814.259,5.18,15.684,69.687,67.42,15.3,-0.747,0.016,0.01459
369,2004,2042.445,9.048,15.14,69.791,67.597,14.7,-0.697,0.016,0.01367
369,2005,2122.602,13.57,14.7,69.966,67.814,14.1,-0.824,0.016,0.01181
369,2006,2298.132,9.053,14.342,70.157,68.029,13.6,-0.647,0.016,0.01142
369,2007,2498.352,12.839,14.095,70.278,68.21,13.1,-0.458,0.016,0.01117
369,2008,2567.694,25.226,14.01,70.549,68.375,12.5,-0.519,0.016,0.00982
369,2009,2188.17,15.881,14.041,70.799,68.525,12,-0.418,0.016,0.00885
369,2010,2285.934,9.373,14.112,70.989,68.637,11.4,-0.36,0.016,0.00878
369,2011,2418.121,7.956,14.213,71.166,68.723,10.9,-0.319,0.016,0.00866
369,2012,2426.929,0.569,14.385,71.005,68.824,10.4,-0.211,0.016,0.0082
369,2013,2432.416,-0.239,14.615,70.763,68.933,10,-0.18,0.016,0.00786
369,2014,2308.644,12.072,14.862,70.375,69.055,9.6,-0.335,0.016,0.00712
369,2015,2094.474,48.7,15.078,69.767,69.159,9.2,-0.409,0.16,0.00658
369,2016,2156.083,13.913,15.26,69.211,69.21,8.9,-0.368,0.16,0.00717
369,2017,2217.753,14.438,15.388,68.655,69.263,8.7,-0.397,0.16,0.00695
369,2018,2308.667,10.952,15.42,68.233,69.316,8.5,-0.501,0.16,0.0068
369,2019,2398.078,7.887,15.372,67.912,69.353,8.3,-0.558,0.16,0.00671
369,2020,2324.107,2.732,15.283,67.62,69.384,8.2,-0.619,0.16,0.00664
369,2021,2426.612,9.363,15.144,67.467,69.403,8,-0.857,0.16,0.00644
369,2022,1874.663,20.184,14.822,67.321,69.423,8,-7.619,,0.00856
369,2023,2164.261,12.849,14.296,67.147,69.475,7.8,-8.423,,
369,2024,2226.058,6.502,13.889,67.149,69.532,7.6,0.337,,
369,2025,2196.638,12.73,13.694,67.334,69.595,,2.916,,
370,1991,,,,,,,,0.039,0.00226
370,1992,,,,,,,,0.039,0.00294
370,1993,,,,,,,,0.039,0.00272
370,1994,,,,,,,,0.039,0.00218
370,1995,,,,,,,,0.039,0.0021
370,1996,,,,,,,,0.039,0.00209
370,1997,,,,,,,,0.039,0.00205
370,1998,,,,,,,,0.039,0.00177
370,1999,,,,,,,,0.039,0.00224
370,2000,,,,,,,,0.039,0.00258
370,2001,,,,,,,,0.039,0.00254
370,2002,,,,,,,,0.039,0.00253
370,2003,,,,,,,,0.039,0.0024
370,2004,,,,,,,,0.039,0.00244
370,2005,,,,,,,,0.039,0.00213
370,2006,,,,,,,,0.031,0.00216
370,2007,,,,,,,,0.031,0.00214
370,2008,,,,,,,,0.031,0.00214
370,2009,,,,,,,,0.031,0.00202
370,2010,,,,,,,,0.031,0.00199
370,2011,,,,,,,,0.031,0.00197
370,2012,,,,,,,,0.031,0.00198
370,2013,,,,,,,,0.031,0.00197
370,2014,,,,,,,,0.031,0.002
370,2015,,,,,,,,0.031,0.00199
370,2016,,,,,,,,0.031,0.00163
370,2017,,,,,,,,0.031,0.0016
370,2018,,,,,,,,0.031,0.00156
370,2019,,,,,,,,0.031,0.00155
370,2020,,,,,,,,0.031,0.0015
370,2021,,,,,,,,0.031,0.0015
370,2022,,,,,,,,,0.00142
371,1960,,,37.486,56.822,51.151,,,,
371,1961,,,38.743,55.853,52.482,,3.365,,
371,1962,,,39.572,55.271,53.579,,3.277,,
371,1963,,,40.026,55.02,54.618,,3.179,,
371,1964,,,40.243,54.95,55.555,,3.071,,
371,1965,,,40.3,54.988,56.058,,2.951,,
371,1966,,,40.196,55.135,56.465,,2.823,,
371,1967,,,39.948,55.376,57.047,,2.694,,
371,1968,,,39.582,55.697,57.704,,2.56,,
371,1969,,,39.096,56.116,58.755,,2.367,,
371,1970,,,38.474,56.652,59.87,,2.106,,
371,1971,,,37.718,57.314,60.637,,1.988,,
371,1972,,,36.85,58.093,61.54,,2.028,,
371,1973,,,35.893,58.961,62.277,,2.065,,
371,1974,,,34.866,59.899,63.019,,2.091,,
371,1975,,,33.806,60.873,63.824,,2.107,,
371,1976,,,32.836,61.799,64.533,82.2,2.679,,
371,1977,,,32.079,62.569,65.081,78.8,3.304,,
371,1978,,,31.505,63.192,65.531,75.5,3.375,,
371,1979,,,30.959,63.758,65.89,72.4,2.157,,
371,1980,,,30.484,64.245,66.179,69.4,0.935,,
371,1981,,,30.206,64.596,66.473,66.5,0.895,,
371,1982,,,30.082,64.82,66.756,63.8,0.883,,
371,1983,,,30.071,64.912,67.019,61.2,0.894,,
371,1984,,,30.164,64.898,67.257,58.7,1.029,,
371,1985,,,30.296,64.846,67.461,56.3,1.107,,
371,1986,,,30.413,64.785,67.626,54,1.05,,
371,1987,,,30.517,64.698,67.743,51.8,1.017,,
371,1988,,,30.602,64.582,67.806,69,0.796,,
371,1989,,,30.445,64.657,67.801,47.6,2.588,,
371,1990,1644.022,,30.324,64.609,67.716,45.6,3.117,,
371,1991,1426.828,,30.418,64.264,67.549,43.6,1.726,0.014,0.00048
371,1992,840.205,,30.971,63.276,67.319,41.6,-1.172,0.014,0.00049
371,1993,792.568,,31.723,61.926,67.04,39.6,-3.375,0.014,0.00049
371,1994,857.394,3373.759,31.99,61.073,66.728,37.7,-2.603,0.014,0.00075
371,1995,932.358,175.951,31.825,60.719,66.396,35.9,-1.709,0.014,0.00076
371,1996,995.728,18.681,31.35,60.767,66.059,34.2,-0.876,0.014,0.00077
371,1997,1039.08,13.961,30.786,60.934,65.732,32.5,-0.995,0.014,0.00077
371,1998,1128.099,8.672,29.612,61.788,65.43,30.9,-1.174,0.014,0.0007
371,1999,1180.453,0.648,27.901,63.25,65.168,29.3,-1.29,0.014,0.00068
371,2000,1229.215,-0.791,26.26,64.594,64.959,27.8,1.685,0.014,0.00071
371,2001,1351.121,3.146,24.869,65.579,64.823,26.3,-0.289,0.014,0.0007
371,2002,1535.205,1.06,23.8,66.194,64.74,25,-0.374,0.014,0.00071
371,2003,1759.647,4.722,22.911,66.661,64.666,23.6,-0.542,0.014,0.0007
371,2004,1955.223,6.961,22.074,67.118,64.597,22.4,-0.555,0.014,0.00072
371,2005,2240.093,0.639,21.233,67.65,64.533,21.2,-0.586,0.014,0.00063
371,2006,2551.435,2.892,20.431,68.266,64.476,20.1,-0.615,0.014,0.00063
371,2007,2919.373,4.407,19.784,68.903,64.426,19.1,-0.632,0.014,0.00061
371,2008,3141.332,8.95,19.415,69.432,64.384,18.1,-0.655,0.014,0.0006
371,2009,2716.974,3.407,19.299,69.787,64.352,17.2,-0.686,0.014,0.00058
371,2010,2796.081,8.176,19.305,69.971,64.33,16.3,-0.694,0.014,0.00061
371,2011,2943.837,7.65,19.356,69.999,64.321,15.5,-0.557,0.014,0.00063
371,2012,3159.759,2.558,19.462,69.878,64.327,14.8,-0.126,0.014,0.00063
371,2013,3266.299,5.79,19.652,69.64,64.358,14.1,-0.069,0.014,0.00063
371,2014,3393.093,2.981,19.885,69.338,64.414,13.4,-0.272,0.014,0.0006
371,2015,3512.394,3.732,20.114,68.962,64.493,12.8,-0.306,0.014,0.0006
371,2016,3533.885,-1.404,20.321,68.534,64.593,12.2,-0.41,0.014,0.0006
371,2017,3815.375,0.97,20.472,68.111,64.712,11.7,-0.432,0.014,0.00059
371,2018,4027.834,2.52,20.452,67.837,64.85,11.2,-0.35,0.014,0.00059
371,2019,4343.458,1.443,20.301,67.654,65.005,10.7,-0.219,0.014,0.0006
371,2020,4032.09,1.211,20.169,67.488,65.174,10.2,-0.034,0.014,0.00059
371,2021,4264.8,7.185,20.049,67.351,65.357,9.7,0.027,0.014,0.00057
371,2022,4791.005,8.641,19.863,67.222,65.562,9.3,0.233,,0.00056
371,2023,5197.235,1.98,19.545,67.244,65.696,8.9,-0.165,,
371,2024,5378.318,0.27,19.237,67.06,65.811,8.5,2.308,,
371,2025,5666.186,3.307,18.988,66.57,65.929,,1.739,,
372,1960,1438.216,,28.712,63.825,42.636,,,,
372,1961,1484.579,,29.288,63.398,43.633,,1.578,,
372,1962,1536.956,,29.688,63.131,44.393,,1.519,,
372,1963,1578.119,,29.925,62.998,44.705,,1.473,,
372,1964,1640.504,,30.042,62.946,45.2,,1.41,,
372,1965,1789.993,,30.031,62.978,45.782,,1.317,,
372,1966,1902.996,,30.157,62.772,46.31,,1.143,,
372,1967,2002.256,,30.481,62.291,46.746,,0.981,,
372,1968,2072.583,,30.719,61.896,47.178,,0.907,,
372,1969,2151.356,,30.801,61.652,47.611,,0.936,,
372,1970,2387.468,,30.535,61.749,47.954,,0.966,,
372,1971,2421.142,,30.036,62.122,48.305,,1.041,,
372,1972,2464.772,,29.534,62.538,48.62,,1.011,,
372,1973,2601.539,,29.002,62.959,48.965,,0.881,,
372,1974,2806.254,,28.432,63.389,49.448,,0.868,,
372,1975,2991.21,,27.842,63.828,50.176,57.9,0.738,,
372,1976,3150.857,,27.271,64.247,50.748,55.8,0.721,,
372,1977,3345.207,,26.724,64.652,51.022,53.7,0.682,,
372,1978,3572.821,,26.2,65.026,51.506,51.8,0.584,,
372,1979,3808.019,,25.726,65.352,51.993,49.9,0.736,,
372,1980,3948.865,,25.385,65.614,52.293,48.1,0.843,,
372,1981,4122.877,,25.191,65.816,52.632,46.4,0.82,,
372,1982,4169.979,,25.072,65.992,52.993,44.8,0.847,,
372,1983,4311.299,,25.059,66.084,53.317,43.3,0.879,,
372,1984,4506.668,,25.143,66.079,53.652,42,0.854,,
372,1985,4688.072,,25.249,66.044,54.006,41,0.877,,
372,1986,4266.725,,25.353,66.006,54.4,40.2,0.888,,
372,1987,4285.873,,25.451,65.959,54.874,39.6,0.826,,
372,1988,4479.4,,25.524,65.89,55.44,39.2,0.99,,
372,1989,4146.257,,25.528,65.785,55.321,38.8,0.263,,
372,1990,3534.032,,25.535,65.563,55.137,38.5,-0.027,,
372,1991,2768.81,,25.571,65.247,54.903,38.2,0.703,0.185,0.00109
372,1992,1513.85,,25.541,64.936,54.63,37.9,0.775,0.185,0.00102
372,1993,1062.095,,25.425,64.636,54.331,37.4,0.769,0.185,0.00071
372,1994,966.42,,25.219,64.41,54.018,36.9,-1.539,0.185,0.00054
372,1995,1029.481,162.717,24.928,64.302,53.701,36.2,-3.758,0.185,0.00047
372,1996,1187.123,39.357,24.554,64.298,53.394,35.2,-3.63,0.185,0.00045
372,1997,1354.784,7.088,24.112,64.39,53.108,34,-3.208,0.185,0.00049
372,1998,1431.793,3.567,23.619,64.569,52.855,32.7,-2.474,0.185,0.0005
372,1999,1503.463,19.193,23.05,64.853,52.646,31,-2.057,0.185,0.00045
372,2000,1561.199,4.064,22.402,65.192,52.494,29.2,-1.945,0.185,0.00058
372,2001,1661.83,4.646,21.7,65.508,52.41,27.3,-1.551,0.185,0.00048
372,2002,1768.597,5.588,21.019,65.75,52.413,25.2,-0.897,0.185,0.00048
372,2003,1977.461,0.838,20.466,65.837,52.514,23.2,-0.675,0.156,0.00047
372,2004,2105.005,5.656,19.928,65.941,52.717,21.1,-0.619,0.156,0.00044
372,2005,2321.601,8.247,19.323,66.167,53.004,19.1,-0.635,0.156,0.00038
372,2006,2554.813,9.161,18.795,66.429,53.359,17.3,-0.568,0.156,0.0004
372,2007,2891.137,9.245,18.458,66.765,53.771,15.6,-0.522,0.156,0.00042
372,2008,2970.159,9.999,18.342,67.152,54.223,14.1,-0.304,0.156,0.00054
372,2009,2887.256,1.728,18.417,67.49,54.703,12.9,-0.888,0.156,0.00047
372,2010,3090.065,7.11,18.552,67.695,55.197,11.8,-0.729,0.156,0.00045
372,2011,3362.103,8.543,18.646,67.74,55.69,10.9,-0.802,0.156,0.00045
372,2012,3609.781,-0.944,18.705,67.633,56.168,10.2,-0.737,0.156,0.00044
372,2013,3806.506,-0.512,18.76,67.387,56.618,9.6,-0.301,0.156,0.00043
372,2014,3960.351,3.069,19.003,66.968,57.024,9.2,0.047,0.156,0.00043
372,2015,4086.622,4.004,19.422,66.436,57.38,8.9,0.157,0.156,0.00042
372,2016,4225.092,2.135,19.842,65.897,57.698,8.7,0.06,0.156,0.00042
372,2017,4442.507,6.035,20.226,65.4,58.0,8.5,0.013,0.156,0.00041
372,2018,4713.654,2.615,20.546,64.936,58.304,8.3,-0.039,0.156,0.00041
372,2019,4975.811,4.853,20.803,64.492,58.63,8.2,-0.172,0.156,0.00041
372,2020,4659.609,5.202,21.0,64.112,58.999,8,0.069,0.156,0.0004
372,2021,5175.199,9.567,21.173,63.838,59.429,7.9,-0.38,0.156,0.0004
372,2022,5736.304,11.898,21.197,63.716,60.01,7.7,0.105,,0.0004
372,2023,6180.621,2.488,21.041,63.642,60.752,7.6,0.08,,
372,2024,6606.358,1.11,20.799,63.564,61.079,7.5,2.578,,
372,2025,6876.985,3.869,20.488,63.521,61.178,,3.182,,
373,1960,,,40.36,55.005,48.096,,,,
373,1961,,,42.019,53.458,48.995,,3.81,,
373,1962,,,43.311,52.264,49.009,,2.981,,
373,1963,,,44.224,51.432,49.52,,2.964,,
373,1964,,,44.877,50.846,49.528,,3.337,,
373,1965,,,45.318,50.46,49.646,,3.004,,
373,1966,,,45.585,50.234,49.578,,2.876,,
373,1967,,,45.667,50.182,49.888,,2.597,,
373,1968,,,45.559,50.311,50.024,,2.382,,
373,1969,,,45.289,50.601,49.979,,2.293,,
373,1970,,,44.861,51.047,50.197,,2.125,,
373,1971,,,44.282,51.638,50.36,,2.122,,
373,1972,,,43.554,52.375,50.701,,2.033,,
373,1973,,,42.685,53.251,51.25,,1.882,,
373,1974,,,41.704,54.237,51.62,,1.807,,
373,1975,,,40.643,55.307,51.982,,1.683,,
373,1976,,,39.426,56.553,52.403,,1.603,,
373,1977,,,38.104,57.926,52.701,,1.633,,
373,1978,,,36.709,59.371,52.948,,1.687,,
373,1979,,,35.616,60.506,52.721,,1.58,,
373,1980,,,34.96,61.208,53.153,,1.459,,
373,1981,,,34.405,61.813,53.193,,1.566,,
373,1982,,,34.027,62.255,53.188,82.5,1.582,,
373,1983,,,33.754,62.542,53.15,80.9,1.596,,
373,1984,,,33.548,62.757,53.119,79.4,1.659,,
373,1985,,,33.368,62.935,53.221,78,1.546,,
373,1986,,,33.226,63.076,53.41,76.7,1.49,,
373,1987,,,33.138,63.176,53.517,75.8,1.54,,
373,1988,,,33.174,63.105,53.733,75.1,1.433,,
373,1989,,,33.494,62.69,54.124,74.8,1.451,,
373,1990,2866.411,,33.834,62.204,53.696,75.1,1.384,,
373,1991,2808.727,,34.011,61.866,53.241,75.8,1.33,0.033,0.00089
373,1992,2141.34,-10.63,34.077,61.624,52.919,76.5,1.512,0.033,0.00134
373,1993,1621.918,1128.0,34.045,61.408,52.699,77.2,1.516,0.033,0.00123
373,1994,1284.956,1662.216,33.886,61.335,52.501,77.3,1.348,0.046,0.00119
373,1995,1120.309,411.76,33.597,61.43,52.312,76.6,1.156,0.046,0.00133
373,1996,1123.448,19.795,33.242,61.669,52.122,75,1.012,0.046,0.00134
373,1997,1177.197,3.674,32.804,62.051,51.927,72.4,0.965,0.046,0.00131
373,1998,1282.684,-0.773,32.191,62.588,51.467,69.1,0.949,0.046,0.00129
373,1999,1365.566,-8.525,31.35,63.319,50.998,65.3,0.878,0.046,0.0013
373,2000,1504.731,1.805,30.335,64.131,51.132,61.1,0.822,0.046,0.00139
