gwno,year,gdp_pc,inflation,pop_0014,pop_1564,urban_pct,infant_mort,pop_growth,excluded_share,cinc
2,1946,,,,,,,,0.132,0.36399
2,1947,,,,,,,,0.132,0.30994
2,1948,,,,,,,,0.132,0.29466
2,1949,,,,,,,,0.132,0.27317
2,1950,,,,,,,,0.132,0.28444
2,1951,,,,,,,,0.132,0.3195
2,1952,,,,,,,,0.132,0.31137
2,1953,,,,,,,,0.132,0.31116
2,1954,,,,,,,,0.132,0.28094
2,1955,,,,,,,,0.132,0.26642
2,1956,,,,,,,,0.132,0.26061
2,1957,,,,,,,,0.132,0.25505
2,1958,,,,,,,,0.132,0.23447
2,1959,,,,,,,,0.132,0.22896
2,1960,18991.545,1.458,31.265,59.903,69.98,25.9,,0.132,0.21544
2,1961,19108.935,1.071,31.405,59.663,70.446,25.5,1.658,0.132,0.21065
2,1962,19965.144,1.199,31.291,59.698,70.924,25,1.538,0.132,0.20991
2,1963,20545.784,1.24,31.111,59.815,71.398,24.4,1.439,0.132,0.20797
2,1964,21437.584,1.279,30.934,59.924,71.855,23.9,1.389,0.132,0.20298
2,1965,22526.206,1.585,30.704,60.038,72.282,23.3,1.25,0.132,0.20154
2,1966,23714.939,3.015,30.389,60.241,72.665,22.7,1.155,0.297,0.20867
2,1967,24044.565,2.773,29.988,60.563,72.99,22.1,1.089,0.297,0.20855
2,1968,24948.357,4.272,29.523,60.946,73.246,21.4,0.998,0.297,0.20341
2,1969,25471.616,5.462,29.033,61.351,73.417,20.7,0.977,0.297,0.19795
2,1970,25231.127,5.838,28.551,61.73,73.495,19.9,1.165,0.297,0.18097
2,1971,25734.483,4.293,28.02,62.169,73.533,19.1,1.264,0.297,0.16996
2,1972,26798.534,3.272,27.37,62.733,73.563,18.3,1.071,0.297,0.16474
2,1973,28042.552,6.178,26.636,63.358,73.586,17.5,0.954,0.297,0.15882
2,1974,27637.3,11.055,25.893,63.98,73.604,16.7,0.914,0.297,0.1527
2,1975,27309.869,9.143,25.163,64.565,73.619,15.9,0.986,0.297,0.14395
2,1976,28509.143,5.745,24.448,65.128,73.635,15.2,0.95,0.297,0.14246
2,1977,29528.966,6.502,23.803,65.615,73.654,14.4,1.006,0.297,0.14182
2,1978,30834.999,7.631,23.247,66.006,73.678,13.8,1.06,0.297,0.13967
2,1979,31462.1,11.254,22.766,66.318,73.709,13.1,1.104,0.297,0.13722
2,1980,31081.622,13.549,22.399,66.524,73.751,12.6,0.96,0.297,0.13312
2,1981,31559.129,10.335,22.149,66.644,73.814,12.1,0.981,0.297,0.13801
2,1982,30696.083,6.131,21.978,66.692,73.904,11.6,0.953,0.297,0.12959
2,1983,31810.922,3.212,21.84,66.701,74.016,11.2,0.914,0.297,0.13294
2,1984,33818.824,4.301,21.689,66.719,74.15,10.9,0.866,0.297,0.13559
2,1985,34918.13,3.546,21.509,66.771,74.302,10.6,0.886,0.297,0.13732
2,1986,35794.888,1.898,21.349,66.798,74.471,10.4,0.924,0.297,0.13529
2,1987,36701.945,3.665,21.295,66.714,74.654,10.1,0.894,0.297,0.13403
2,1988,37889.377,4.078,21.35,66.541,74.848,9.9,0.908,0.297,0.13447
2,1989,38911.542,4.827,21.458,66.324,75.051,9.7,0.944,0.297,0.14824
2,1990,39200.066,5.398,21.574,66.121,75.269,9.4,1.13,0.297,0.14145
2,1991,38637.84,4.235,21.709,65.94,75.543,9.1,1.336,0.297,0.1373
2,1992,39447.947,3.029,21.823,65.79,75.894,8.8,1.387,0.297,0.14852
2,1993,40002.476,2.952,21.873,65.72,76.3,8.5,1.319,0.297,0.15367
2,1994,41106.988,2.607,21.866,65.727,76.741,8.2,1.226,0.297,0.14592
2,1995,41710.821,2.805,21.792,65.803,77.198,7.9,1.191,0.297,0.14058
2,1996,42783.817,2.931,21.681,65.93,77.652,7.7,1.163,0.297,0.13864
2,1997,44151.686,2.338,21.549,66.097,78.086,7.5,1.204,0.297,0.13973
2,1998,45596.431,1.552,21.414,66.284,78.479,7.3,1.166,0.297,0.14173
2,1999,47234.246,2.188,21.29,66.469,78.812,7.2,1.148,0.297,0.14268
2,2000,48616.255,3.377,21.163,66.651,79.074,7.1,1.113,0.297,0.14289
2,2001,48597.425,2.826,21.031,66.828,79.309,7,0.99,0.297,0.14166
2,2002,48967.366,1.586,20.886,67.001,79.546,7,0.928,0.297,0.15374
2,2003,49905.523,2.27,20.726,67.17,79.777,6.9,0.859,0.297,0.15207
2,2004,51348.347,2.677,20.548,67.341,79.996,6.8,0.925,0.297,0.15169
2,2005,52649.571,3.393,20.345,67.524,80.196,6.8,0.922,0.297,0.15659
2,2006,53596.315,3.226,20.159,67.657,80.371,6.7,0.964,0.297,0.15447
2,2007,54152.829,2.853,20.019,67.671,80.515,6.6,0.951,0.297,0.14972
2,2008,53703.963,3.839,19.909,67.605,80.622,6.5,0.946,0.297,0.1478
2,2009,51863.618,-0.356,19.806,67.523,80.685,6.4,0.877,0.013,0.14587
2,2010,52812.683,1.64,19.7,67.455,80.7,6.2,0.846,0.013,0.14787
2,2011,53215.536,3.157,19.599,67.335,80.696,6.1,0.792,0.013,0.14314
2,2012,54000.841,2.069,19.506,67.117,80.684,6,0.798,0.013,0.13922
2,2013,54728.86,1.465,19.409,66.89,80.661,5.9,0.757,0.013,0.13293
2,2014,55665.241,1.622,19.306,66.685,80.624,5.8,0.796,0.013,0.12974
2,2015,56849.47,0.119,19.192,66.498,80.571,5.8,0.798,0.057,0.13336
2,2016,57430.85,1.262,19.067,66.318,80.498,5.7,0.786,0.057,0.13325
2,2017,58435.971,2.13,18.939,66.122,80.402,5.6,0.693,0.057,0.12165
2,2018,59817.656,2.443,18.786,65.922,80.28,5.6,0.586,0.396,0.11991
2,2019,61047.965,1.812,18.608,65.719,80.13,5.5,0.515,0.396,0.12605
2,2020,59533.609,1.234,18.393,65.535,79.997,5.5,0.409,0.396,0.12438
2,2021,63096.786,4.698,18.146,65.38,80.007,5.5,0.157,0.396,0.1211
2,2022,64322.233,8.003,17.882,65.199,80.032,5.5,0.569,,0.12357
2,2023,65667.282,4.116,17.595,64.974,80.072,5.5,0.823,,
2,2024,66856.513,2.95,17.325,64.747,80.125,5.5,0.96,,
2,2025,67945.615,,17.099,64.514,80.192,,0.522,,
20,1946,,,,,,,,0.02,0.01564
20,1947,,,,,,,,0.02,0.01319
20,1948,,,,,,,,0.02,0.01259
20,1949,,,,,,,,0.02,0.01281
20,1950,,,,,,,,0.02,0.01261
20,1951,,,,,,,,0.02,0.01353
20,1952,,,,,,,,0.02,0.0142
20,1953,,,,,,,,0.02,0.01422
20,1954,,,,,,,,0.02,0.01334
20,1955,,,,,,,,0.02,0.01319
20,1956,,,,,,,,0.02,0.01374
20,1957,,,,,,,,0.02,0.01321
20,1958,,,,,,,,0.02,0.0126
20,1959,,,,,,,,0.02,0.01283
20,1960,15432.487,1.359,33.753,58.63,69.042,27.8,,0.02,0.01244
20,1961,15605.539,1.019,33.912,58.465,69.692,27,1.999,0.02,0.01257
20,1962,16455.77,1.062,33.948,58.423,70.449,26,1.86,0.02,0.01263
20,1963,17007.708,1.628,33.867,58.503,71.289,25.1,1.863,0.02,0.01245
20,1964,17800.882,1.912,33.661,58.701,72.144,24.1,1.886,0.02,0.01276
20,1965,18585.9,2.333,33.329,59.01,72.946,23.1,1.81,0.02,0.01275
20,1966,19476.047,3.816,32.862,59.447,73.632,22.1,1.863,0.02,0.01218
20,1967,19715.113,3.58,32.278,59.994,74.286,21.2,1.799,0.02,0.01202
20,1968,20371.165,4.055,31.636,60.583,74.955,20.3,1.613,0.02,0.01193
20,1969,21114.308,4.562,30.964,61.183,75.54,19.4,1.36,0.02,0.0111
20,1970,21428.931,3.346,30.177,61.902,75.949,18.5,1.398,0.02,0.01135
20,1971,21642.563,2.705,29.339,62.674,76.087,17.6,2.948,0.02,0.01148
20,1972,22573.589,4.988,28.553,63.365,76.021,16.7,1.161,0.02,0.01164
20,1973,23799.719,7.488,27.763,64.041,75.879,15.9,1.223,0.02,0.01157
20,1974,24257.841,10.997,26.973,64.72,75.715,15,1.396,0.02,0.01173
20,1975,24275.837,10.672,26.203,65.363,75.582,14.1,1.459,0.02,0.0117
20,1976,25369.489,7.542,25.458,65.95,75.533,13.3,1.316,0.02,0.01164
20,1977,25960.665,7.976,24.738,66.488,75.545,12.5,1.17,0.02,0.01173
20,1978,26663.797,8.974,24.033,66.995,75.576,11.7,0.995,0.02,0.01165
20,1979,27384.705,9.145,23.36,67.459,75.621,11,0.99,0.02,0.01178
20,1980,27622.401,10.129,22.778,67.843,75.677,10.3,1.29,0.02,0.01176
20,1981,28215.559,12.472,22.335,68.115,75.739,9.7,1.233,0.02,0.01171
20,1982,26999.106,10.769,22.023,68.279,75.854,9.2,1.19,0.02,0.01111
20,1983,27418.519,5.864,21.784,68.377,76.028,8.7,0.988,0.02,0.0112
20,1984,28763.001,4.305,21.555,68.433,76.218,8.3,0.944,0.02,0.01162
20,1985,29851.673,3.962,21.3,68.47,76.378,8,0.914,0.049,0.01112
20,1986,30183.439,4.195,21.062,68.471,76.466,7.7,0.994,0.049,0.01107
20,1987,31001.161,4.356,20.91,68.395,76.498,7.5,1.318,0.049,0.01125
20,1988,31951.583,4.028,20.821,68.288,76.518,7.3,1.297,0.049,0.01135
20,1989,32116.956,4.984,20.755,68.181,76.534,7,1.794,0.049,0.01197
20,1990,31700.578,4.78,20.715,68.046,76.556,6.8,1.508,0.049,0.01101
20,1991,30654.364,5.626,20.704,67.883,76.595,6.6,1.243,0.049,0.01173
20,1992,30563.41,1.49,20.706,67.726,76.735,6.4,1.184,0.049,0.01204
20,1993,31032.786,1.865,20.67,67.625,76.997,6.2,1.099,0.049,0.01201
20,1994,32074.188,0.166,20.565,67.603,77.317,6,1.095,0.049,0.01169
20,1995,32595.484,2.149,20.412,67.629,77.636,5.8,1.035,0.049,0.01146
20,1996,32801.335,1.571,20.227,67.683,77.892,5.6,1.045,0.049,0.01133
20,1997,33867.042,1.621,20.014,67.764,78.09,5.5,0.994,0.049,0.01119
20,1998,34894.648,0.996,19.774,67.883,78.269,5.4,0.83,0.049,0.01134
20,1999,36391.572,1.735,19.503,68.053,78.444,5.3,0.813,0.049,0.01147
20,2000,37906.898,2.719,19.207,68.257,78.629,5.3,0.931,0.049,0.01125
20,2001,38200.495,2.525,18.907,68.47,78.841,5.3,1.086,0.049,0.01077
20,2002,38921.706,2.258,18.619,68.674,79.099,5.3,1.085,0.049,0.01151
20,2003,39270.063,2.759,18.337,68.859,79.391,5.3,0.899,0.049,0.01134
20,2004,40108.799,1.857,18.034,69.049,79.692,5.3,0.932,0.049,0.01108
20,2005,41006.264,2.214,17.707,69.246,79.976,5.2,0.947,0.049,0.0109
20,2006,41663.554,2.002,17.394,69.394,80.219,5.2,1.014,0.049,0.01079
20,2007,42106.915,2.138,17.135,69.458,80.443,5.2,0.971,0.049,0.0108
20,2008,42067.611,2.37,16.925,69.454,80.663,5.1,1.084,0.049,0.01043
20,2009,40376.456,0.299,16.737,69.412,80.859,5,1.145,0.049,0.00956
20,2010,41164.381,1.777,16.563,69.328,81.012,5,1.111,0.049,0.00964
20,2011,42043.684,2.912,16.422,69.148,81.103,4.9,0.975,0.049,0.00936
20,2012,42320.686,1.516,16.328,68.852,81.151,4.8,1.084,0.049,0.00919
20,2013,42851.214,0.938,16.271,68.5,81.183,4.8,1.053,0.049,0.00871
20,2014,43643.279,1.907,16.241,68.136,81.211,4.7,1.001,0.049,0.00868
20,2015,43594.238,1.125,16.233,67.757,81.247,4.6,0.76,0.049,0.00855
20,2016,43551.386,1.429,16.222,67.39,81.302,4.6,1.132,0.049,0.00852
20,2017,44339.433,1.597,16.172,67.07,81.402,4.5,1.195,0.049,0.00838
20,2018,44907.389,2.268,16.085,66.785,81.55,4.5,1.433,0.049,0.00834
20,2019,45100.337,1.949,15.983,66.485,81.736,4.5,1.462,0.049,0.00807
20,2020,42366.171,0.717,15.876,66.138,81.951,4.5,1.084,0.049,0.00789
20,2021,44639.238,3.395,15.743,65.775,82.178,4.6,0.554,0.049,0.0082
20,2022,45883.006,6.803,15.548,65.511,82.35,4.6,1.84,,0.00807
20,2023,45495.51,3.879,15.305,65.337,82.525,4.7,2.782,,
20,2024,45061.386,2.382,15.111,65.089,82.7,4.7,2.984,,
20,2025,45418.129,2.072,14.98,64.759,82.876,,0.939,,
31,1973,,,,,,,,0.047,0.00036
31,1974,,,,,,,,0.047,0.0003
31,1975,,,,,,,,0.047,0.00029
31,1976,,,,,,,,0.047,0.00023
31,1977,,,,,,,,0.047,0.00035
31,1978,,,,,,,,0.047,0.00023
31,1979,,,,,,,,0.047,0.0002
31,1980,,,,,,,,0.047,0.00026
31,1981,,,,,,,,0.047,0.00021
31,1982,,,,,,,,0.047,0.00023
31,1983,,,,,,,,0.047,0.00021
31,1984,,,,,,,,0.047,0.00016
31,1985,,,,,,,,0.047,6e-05
31,1986,,,,,,,,0.047,3e-05
31,1987,,,,,,,,0.047,3e-05
31,1988,,,,,,,,0.047,5e-05
31,1989,,,,,,,,0.047,6e-05
31,1990,,,,,,,,0.047,5e-05
31,1991,,,,,,,,0.047,4e-05
31,1992,,,,,,,,0.047,4e-05
31,1993,,,,,,,,,5e-05
31,1994,,,,,,,,,4e-05
31,1995,,,,,,,,,4e-05
31,1996,,,,,,,,,4e-05
31,1997,,,,,,,,,3e-05
31,1998,,,,,,,,,4e-05
31,1999,,,,,,,,,4e-05
31,2000,,,,,,,,,4e-05
31,2001,,,,,,,,,4e-05
31,2002,,,,,,,,,2e-05
31,2003,,,,,,,,,2e-05
31,2004,,,,,,,,,2e-05
31,2005,,,,,,,,,2e-05
31,2006,,,,,,,,,3e-05
31,2007,,,,,,,,,3e-05
31,2008,,,,,,,,,3e-05
31,2009,,,,,,,,,2e-05
31,2010,,,,,,,,,2e-05
31,2011,,,,,,,,,2e-05
31,2012,,,,,,,,,2e-05
31,2013,,,,,,,,,3e-05
31,2014,,,,,,,,,3e-05
31,2015,,,,,,,,,3e-05
31,2016,,,,,,,,,3e-05
31,2017,,,,,,,,,4e-05
31,2018,,,,,,,,,4e-05
31,2019,,,,,,,,,4e-05
31,2020,,,,,,,,,4e-05
31,2021,,,,,,,,,5e-05
31,2022,,,,,,,,,5e-05
40,1946,,,,,,,,0.27,0.00215
40,1947,,,,,,,,0.27,0.0019
40,1948,,,,,,,,0.27,0.00174
40,1949,,,,,,,,0.27,0.00179
40,1950,,,,,,,,0.27,0.00168
40,1951,,,,,,,,0.27,0.00179
40,1952,,,,,,,,0.27,0.00149
40,1953,,,,,,,,0.27,0.00149
40,1954,,,,,,,,0.27,0.00164
40,1955,,,,,,,,0.27,0.00135
40,1956,,,,,,,,0.27,0.00132
40,1957,,,,,,,,0.27,0.00147
40,1958,,,,,,,,0.27,0.00176
40,1959,,,,,,,,0.27,0.00171
40,1960,,,36.027,59.686,57.711,36.6,,,0.00183
40,1961,,,36.2,59.509,57.893,36.8,2.038,,0.00374
40,1962,,,36.452,59.241,58.095,36.9,2.063,,0.00365
40,1963,,,36.765,58.897,58.314,36.9,2.107,,0.00199
40,1964,,,37.059,58.55,58.55,36.7,2.112,,0.00216
40,1965,,,37.298,58.236,58.802,36.3,2.073,,0.0021
40,1966,,,37.512,57.924,59.069,35.7,2.005,,0.00209
40,1967,,,37.695,57.618,59.35,35,1.924,,0.002
40,1968,,,37.83,57.345,59.644,34.1,1.861,,0.0021
40,1969,,,37.924,57.113,59.95,32.9,1.83,,0.00224
40,1970,2620.088,,37.97,56.93,60.261,31.7,1.804,,0.00227
40,1971,2795.975,,37.933,56.799,60.669,30.3,1.738,,0.00225
40,1972,2884.411,,37.806,56.728,61.279,28.8,1.6,,0.00216
40,1973,2941.107,,37.601,56.73,62.057,27.3,1.43,,0.00218
40,1974,2932.405,,37.295,56.824,62.956,25.8,1.276,,0.00214
40,1975,3174.55,,36.842,57.053,63.933,24.3,1.12,,0.00205
40,1976,3314.862,,36.209,57.451,64.942,22.9,0.961,,0.00234
40,1977,3574.737,,35.372,58.041,65.939,21.6,0.803,,0.00278
40,1978,3785.597,,34.339,58.822,66.879,20.4,0.656,,0.00288
40,1979,3806.654,,33.155,59.755,67.716,19.3,0.528,,0.00288
40,1980,3606.744,,31.878,60.785,68.406,18.2,0.424,,0.0029
40,1981,4297.337,,30.536,61.939,68.921,17.3,0.453,,0.00295
40,1982,4650.666,,29.265,63.084,69.523,16.4,0.641,,0.00297
40,1983,4863.894,,28.143,64.085,70.26,15.6,0.787,,0.00307
40,1984,5206.711,,27.098,65.012,70.82,14.8,0.82,,0.00327
40,1985,5246.135,,26.107,65.894,71.072,14.1,0.83,,0.00329
40,1986,5206.53,,25.174,66.732,71.577,13.4,0.853,,0.00326
40,1987,5036.672,,24.331,67.494,72.146,12.7,0.885,,0.00328
40,1988,5174.621,,23.643,68.115,72.678,12,0.936,,0.00334
40,1989,5160.027,,23.135,68.563,73.253,11.4,0.96,,0.00335
40,1990,4961.457,,22.789,68.847,73.728,10.8,0.931,,0.00325
40,1991,4395.455,,22.547,69.025,74.145,10.3,0.804,,0.0033
40,1992,3861.874,,22.36,69.146,74.414,9.8,0.634,,0.00271
40,1993,3270.55,,22.226,69.211,74.495,9.3,0.511,,0.00265
40,1994,3280.385,,22.148,69.173,74.508,8.9,0.414,,0.00198
40,1995,3348.888,,22.118,69.037,74.583,8.5,0.361,,0.00161
40,1996,3599.325,,22.104,68.877,74.784,8.1,0.335,,0.0016
40,1997,3687.425,,22.007,68.789,75.068,7.8,0.327,,0.00149
40,1998,3680.984,,21.801,68.8,75.31,7.4,0.334,,0.00148
40,1999,3895.546,,21.548,68.849,75.382,7.1,0.339,,0.00143
40,2000,4112.262,,21.261,68.92,75.635,6.8,0.333,,0.00149
40,2001,4229.903,,20.947,68.987,75.888,6.5,0.315,,0.0014
40,2002,4277.396,,20.611,69.048,75.851,6.3,0.298,,0.00139
40,2003,4426.966,,20.235,69.158,75.864,6,0.286,,0.00135
40,2004,4670.188,,19.809,69.323,75.918,5.8,0.262,,0.00133
40,2005,5182.353,,19.352,69.493,76.003,5.6,0.212,,0.00135
40,2006,5799.412,,18.905,69.649,76.112,5.4,0.142,,0.00136
40,2007,6215.766,,18.511,69.747,76.236,5.2,0.077,,0.00139
40,2008,6469.085,,18.188,69.763,76.365,5.1,0.04,,0.0014
40,2009,6561.253,,17.935,69.718,76.493,5,0.026,,0.00328
40,2010,6716.49,,17.722,69.64,76.61,4.9,0.024,,0.0013
40,2011,6902.164,,17.517,69.542,76.708,4.8,0.037,,0.00109
40,2012,7109.248,,17.316,69.413,76.778,4.8,0.014,,0.00127
40,2013,7307.82,,17.113,69.275,76.816,4.8,-0.044,,0.00125
40,2014,7392.483,,16.903,69.178,76.844,4.8,-0.11,,0.00124
40,2015,7727.92,,16.697,69.101,76.87,4.8,-0.095,,0.00124
40,2016,7774.07,,16.488,69.035,76.912,4.9,-0.084,,0.00121
40,2017,7927.278,,16.276,68.97,76.96,5.1,-0.158,,0.00126
40,2018,8120.431,,16.095,68.844,77.016,5.2,-0.184,,0.00124
40,2019,8124.753,,15.952,68.679,77.073,5.4,-0.216,,0.00122
40,2020,7252.288,,15.835,68.525,77.108,5.7,-0.237,,0.00119
40,2021,7379.043,,15.766,68.489,77.099,5.9,-0.486,,0.00119
40,2022,7552.332,,15.677,68.447,77.106,6.2,-0.562,,0.00115
40,2023,7433.429,,15.514,68.29,77.126,6.5,-0.361,,
40,2024,7381.398,,15.294,68.137,77.166,6.8,-0.365,,
40,2025,,,15.024,67.941,77.227,,-0.389,,
41,1946,,,,,,,,,0.00052
41,1947,,,,,,,,,0.00043
41,1948,,,,,,,,,0.00041
41,1949,,,,,,,,,0.00039
41,1950,,,,,,,,,0.00037
41,1951,,,,,,,,,0.00036
41,1952,,,,,,,,,0.00034
41,1953,,,,,,,,,0.00035
41,1954,,,,,,,,,0.00034
41,1955,,,,,,,,,0.00034
41,1956,,,,,,,,,0.00034
41,1957,,,,,,,,,0.00034
41,1958,,,,,,,,,0.00034
41,1959,,,,,,,,,0.00036
41,1960,1735.027,-5.03,40.643,56.085,15.236,195.4,,,0.00036
41,1961,1653.899,3.78,40.694,56.012,15.604,192.8,1.813,,0.00036
41,1962,1752.003,-0.555,40.759,55.913,15.979,190.2,1.83,,0.00035
41,1963,1688.671,4.307,40.801,55.828,16.362,187.9,1.771,,0.00044
41,1964,1631.541,9.162,40.854,55.723,16.754,185.3,1.781,,0.00043
41,1965,1636.198,2.264,40.916,55.601,17.154,182.8,1.854,,0.00043
41,1966,1596.977,8.302,40.947,55.503,17.561,180.1,1.849,,0.00038
41,1967,1534.498,-2.935,40.962,55.417,17.977,177.2,1.85,,0.0004
41,1968,1554.128,1.316,40.964,55.34,18.401,174.3,1.861,,0.00039
41,1969,1583.578,1.413,40.958,55.275,18.833,171.1,1.864,,0.00039
41,1970,1564.389,1.368,40.941,55.224,19.273,168,1.868,,0.0004
41,1971,1634.69,9.58,40.921,55.181,20.274,164.8,1.883,,0.00044
41,1972,1619.588,3.19,40.913,55.133,20.388,161.2,1.901,,0.00043
41,1973,1664.491,22.739,40.92,55.077,20.436,157.4,1.911,,0.00043
41,1974,1727.237,14.951,40.936,55.018,20.469,153.6,1.919,,0.00039
41,1975,1713.304,16.774,40.964,54.954,20.492,149.7,1.926,,0.00038
41,1976,1822.407,7.038,41.004,54.884,20.508,145.7,1.928,,0.00038
41,1977,1853.922,6.492,41.051,54.814,20.52,141.9,1.927,,0.00038
41,1978,1931.452,-2.674,41.1,54.75,20.53,138.2,1.927,,0.00038
41,1979,2037.868,13.094,41.144,54.697,20.543,134.4,1.925,,0.00038
41,1980,2146.491,17.778,41.19,54.652,20.561,130.8,1.922,,0.00038
41,1981,2045.463,10.858,41.243,54.606,20.588,127.3,1.927,,0.00037
41,1982,1934.639,7.359,41.304,54.56,20.625,123.8,1.942,,0.00037
41,1983,1914.432,10.244,41.371,54.513,20.717,120.2,1.954,,0.00037
41,1984,1882.818,6.402,41.446,54.465,20.926,116.9,1.966,,0.00035
41,1985,1856.968,10.649,41.53,54.413,21.251,113.6,1.984,,0.00036
41,1986,1811.086,3.28,41.614,54.366,21.686,110.4,2.003,,0.00045
41,1987,1760.75,-11.449,41.69,54.33,22.227,107.3,2.022,,0.00039
41,1988,1728.603,4.105,41.759,54.306,22.87,104.4,2.043,,0.0004
41,1989,1644.104,6.924,41.816,54.297,23.61,101.4,2.055,,0.00043
41,1990,1627.313,21.276,41.856,54.306,24.443,98.6,2.059,,0.00044
41,1991,1624.496,15.42,41.873,54.34,25.363,95.7,2.036,,0.00046
41,1992,1507.819,19.358,41.854,54.41,26.366,93,1.997,,0.00047
41,1993,1398.255,29.706,41.795,54.515,27.449,90.1,1.965,,0.00055
41,1994,1207.661,39.332,41.7,54.65,28.605,87.3,1.927,,0.00048
41,1995,1302.135,27.608,41.572,54.81,29.83,84.4,1.906,,0.00041
41,1996,1330.54,20.584,41.413,54.994,31.121,81.6,1.899,,0.00043
41,1997,1340.997,20.559,41.22,55.203,32.472,78.8,1.886,,0.00042
41,1998,1344.939,5.269,40.994,55.438,33.879,76.1,1.865,,0.00043
41,1999,1356.113,3.004,40.734,55.697,35.336,73.5,1.847,,0.00043
41,2000,1342.895,9.333,40.446,55.976,36.841,71.1,1.846,,0.00051
41,2001,1314.114,13.317,40.119,56.284,38.387,68.8,1.823,,0.00045
41,2002,1304.529,7.033,39.742,56.631,39.971,66.7,1.778,,0.00057
41,2003,1326.472,28.7,39.328,57.009,41.201,64.9,1.754,,0.00058
41,2004,1286.903,21.032,38.879,57.42,41.871,63.2,1.702,,0.00072
41,2005,1304.333,13.973,38.405,57.856,42.579,61.8,1.681,,0.00058
41,2006,1305.038,11.345,37.936,58.286,43.285,60.4,1.699,,0.00059
41,2007,1343.611,6.557,37.484,58.698,43.987,59.1,1.686,,0.00075
41,2008,1356.534,15.282,37.053,59.087,44.685,58,1.666,,0.00063
41,2009,1412.897,0.394,36.646,59.451,45.379,56.8,1.653,,0.00061
41,2010,1317.584,4.827,36.246,59.84,46.068,79.3,1.167,,0.00055
41,2011,1369.169,6.333,35.852,60.223,46.752,54.4,1.132,,0.00055
41,2012,1354.885,5.018,35.469,60.564,47.431,53.2,1.55,,0.00055
41,2013,1392.382,4.765,35.081,60.906,48.105,52,1.504,,0.00055
41,2014,1411.768,3.438,34.696,61.243,48.772,50.9,1.465,,0.00055
41,2015,1411.127,6.732,34.314,61.575,49.433,49.7,1.436,,0.00055
41,2016,1416.749,11.503,33.946,61.886,50.088,48.5,1.399,,0.00046
41,2017,1432.672,10.68,33.603,62.166,50.735,47.2,1.362,,0.00048
41,2018,1437.353,12.481,33.268,62.433,51.375,46,1.328,,0.00048
41,2019,1394.421,18.704,32.932,62.697,52.007,44.7,1.294,,0.00048
41,2020,1331.698,22.796,32.601,62.965,52.631,43.6,1.241,,0.00049
41,2021,1292.72,16.842,32.273,63.243,53.246,42.5,1.156,,0.00049
41,2022,1256.721,33.984,31.932,63.527,53.852,41.3,1.128,,0.00048
41,2023,1219.119,36.814,31.572,63.81,54.45,40.1,1.156,,
41,2024,1154.688,26.949,31.189,64.106,55.037,39,1.155,,
41,2025,1110.763,28.643,30.787,64.421,55.615,,1.128,,
42,1946,,,,,,,,,0.00045
42,1947,,,,,,,,,0.00044
42,1948,,,,,,,,,0.00057
42,1949,,,,,,,,,0.00053
42,1950,,,,,,,,,0.0005
42,1951,,,,,,,,,0.00051
42,1952,,,,,,,,,0.00049
42,1953,,,,,,,,,0.00046
42,1954,,,,,,,,,0.00045
42,1955,,,,,,,,,0.00041
42,1956,,,,,,,,,0.00044
42,1957,,,,,,,,,0.00054
42,1958,,,,,,,,,0.00051
42,1959,,,,,,,,,0.00052
42,1960,1375.707,-3.562,48.586,48.812,30.179,103.8,,,0.00051
42,1961,1302.093,-3.9,48.885,48.508,31.001,103.4,3.159,,0.00052
42,1962,1477.333,9.157,49.108,48.278,31.898,102.6,3.114,,0.00052
42,1963,1525.892,8.58,49.248,48.128,32.857,101.6,3.066,,0.00053
42,1964,1580.545,2.107,49.34,48.023,33.865,100.3,3.027,,0.00053
42,1965,1343.169,-1.892,49.387,47.962,34.91,98.9,2.941,,0.00052
42,1966,1480.139,0.263,49.336,47.997,35.978,97.3,2.921,,0.00053
42,1967,1485.057,1.238,49.175,48.142,37.057,95.6,2.942,,0.00053
42,1968,1446.257,0.036,48.918,48.379,38.133,93.9,2.886,,0.00055
42,1969,1558.837,0.957,48.58,48.696,39.193,92.3,2.842,,0.00055
42,1970,1791.746,3.817,48.183,49.071,40.249,90.3,2.818,,0.00055
42,1971,1931.673,3.58,47.742,49.49,41.361,88.3,2.801,,0.00057
42,1972,2073.939,8.641,47.271,49.936,42.551,86,2.782,,0.00059
42,1973,2277.573,15.08,46.782,50.4,43.783,83.5,2.763,,0.0006
42,1974,2349.436,13.141,46.278,50.878,45.033,81,2.722,,0.00065
42,1975,2406.523,14.502,45.763,51.365,46.275,78.3,2.662,,0.00068
42,1976,2502.184,7.766,45.244,51.855,47.484,75.8,2.613,,0.0007
42,1977,2560.103,12.854,44.725,52.343,48.634,73.4,2.573,,0.00073
42,1978,2549.466,3.478,44.208,52.829,49.701,71,2.534,,0.00075
42,1979,2599.289,9.174,43.695,53.31,50.658,68.8,2.496,,0.00078
42,1980,2738.16,16.753,43.199,53.772,51.482,66.6,2.462,,0.00081
42,1981,2787.515,7.515,42.717,54.218,52.135,64.5,2.404,,0.00081
42,1982,2769.43,7.646,42.25,54.647,52.642,62.5,2.335,,0.0008
42,1983,2831.544,5.629,41.822,55.036,53.052,60.5,2.306,,0.00078
42,1984,2802.381,20.152,41.421,55.394,53.4,58.6,2.28,,0.00076
